DATE,HOUR,PRICE
01/06/2024,07,0.034470
01/06/2024,08,0.037600
01/06/2024,09,0.036410
01/06/2024,10,0.039450
01/06/2024,11,0.037850
01/06/2024,12,0.035300
01/06/2024,13,0.033230
01/06/2024,14,0.031310
01/06/2024,15,0.029420
01/06/2024,16,0.033820
01/06/2024,17,0.041920
01/06/2024,18,0.039300
01/06/2024,19,0.034910
01/06/2024,20,0.034320
01/06/2024,21,0.030520
01/06/2024,22,0.028450
01/06/2024,23,0.027020
01/06/2024,24,0.027790
01/07/2024,01,0.026640
01/07/2024,02,0.026710
01/07/2024,03,0.024100
01/07/2024,04,0.023160
01/07/2024,05,0.024270
01/07/2024,06,0.024500
01/07/2024,07,0.026390
01/07/2024,08,0.027260
01/07/2024,09,0.029160
01/07/2024,10,0.029880
01/07/2024,11,0.026870
01/07/2024,12,0.026620
01/07/2024,13,0.027100
01/07/2024,14,0.026250
01/07/2024,15,0.026370
01/07/2024,16,0.033200
01/07/2024,17,0.045640
01/07/2024,18,0.042500
01/07/2024,19,0.036580
01/07/2024,20,0.034630
01/07/2024,21,0.030430
01/07/2024,22,0.029310
01/07/2024,23,0.026660
01/07/2024,24,0.026730
01/08/2024,01,0.025840
01/08/2024,02,0.025140
01/08/2024,03,0.024810
01/08/2024,04,0.026230
01/08/2024,05,0.028200
01/08/2024,06,0.035930
01/08/2024,07,0.046000
01/08/2024,08,0.040230
01/08/2024,09,0.032840
01/08/2024,10,0.031460
01/08/2024,11,0.030750
01/08/2024,12,0.029380
01/08/2024,13,0.027400
01/08/2024,14,0.027160
01/08/2024,15,0.026650
01/08/2024,16,0.031200
01/08/2024,17,0.034110
01/08/2024,18,0.033150
01/08/2024,19,0.030660
01/08/2024,20,0.027840
01/08/2024,21,0.025360
01/08/2024,22,0.023640
01/08/2024,23,0.022580
01/08/2024,24,0.021230
01/09/2024,01,0.019460
01/09/2024,02,0.018880
01/09/2024,03,0.016190
01/09/2024,04,0.017610
01/09/2024,05,0.019860
01/09/2024,06,0.022080
01/09/2024,07,0.027130
01/09/2024,08,0.026310
01/09/2024,09,0.025390
01/09/2024,10,0.024620
01/09/2024,11,0.024510
01/09/2024,12,0.024590
01/09/2024,13,0.024290
01/09/2024,14,0.024580
01/09/2024,15,0.023910
01/09/2024,16,0.024960
01/09/2024,17,0.029550
01/09/2024,18,0.030510
01/09/2024,19,0.029120
01/09/2024,20,0.026180
01/09/2024,21,0.024650
01/09/2024,22,0.023860
01/09/2024,23,0.023420
01/09/2024,24,0.022070
01/10/2024,01,0.020630
01/10/2024,02,0.020270
01/10/2024,03,0.021390
01/10/2024,04,0.021950
01/10/2024,05,0.024840
01/10/2024,06,0.030690
01/10/2024,07,0.038500
01/10/2024,08,0.035280
01/10/2024,09,0.032060
01/10/2024,10,0.031760
01/10/2024,11,0.031850
01/10/2024,12,0.030820
01/10/2024,13,0.030770
01/10/2024,14,0.030700
01/10/2024,15,0.031560
01/10/2024,16,0.037480
01/10/2024,17,0.048160
01/10/2024,18,0.044960
01/10/2024,19,0.036770
01/10/2024,20,0.033070
01/10/2024,21,0.030080
01/10/2024,22,0.027470
01/10/2024,23,0.025820
01/10/2024,24,0.026370
01/11/2024,01,0.024330
01/11/2024,02,0.024670
01/11/2024,03,0.023760
01/11/2024,04,0.024880
01/11/2024,05,0.026370
01/11/2024,06,0.033230
01/11/2024,07,0.046250
01/11/2024,08,0.044250
01/11/2024,09,0.039420
01/11/2024,10,0.039300
01/11/2024,11,0.042080
01/11/2024,12,0.042820
01/11/2024,13,0.040700
01/11/2024,14,0.038110
01/11/2024,15,0.037390
01/11/2024,16,0.043210
01/11/2024,17,0.051290
01/11/2024,18,0.048230
01/11/2024,19,0.043940
01/11/2024,20,0.037080
01/11/2024,21,0.033220
01/11/2024,22,0.028600
01/11/2024,23,0.025960
01/11/2024,24,0.024090
01/12/2024,01,0.022370
01/12/2024,02,0.021830
01/12/2024,03,0.021540
01/12/2024,04,0.021630
01/12/2024,05,0.020860
01/12/2024,06,0.021010
01/12/2024,07,0.024130
01/12/2024,08,0.024700
01/12/2024,09,0.023740
01/12/2024,10,0.023770
01/12/2024,11,0.023970
01/12/2024,12,0.023410
01/12/2024,13,0.023650
01/12/2024,14,0.023980
01/12/2024,15,0.023830
01/12/2024,16,0.026490
01/12/2024,17,0.029520
01/12/2024,18,0.029930
01/12/2024,19,0.028270
01/12/2024,20,0.027570
01/12/2024,21,0.025960
01/12/2024,22,0.024660
01/12/2024,23,0.023960
01/12/2024,24,0.028710
01/13/2024,01,0.025460
01/13/2024,02,0.026550
01/13/2024,03,0.025990
01/13/2024,04,0.027190
01/13/2024,05,0.027050
01/13/2024,06,0.028440
01/13/2024,07,0.034210
01/13/2024,08,0.036600
01/13/2024,09,0.038190
01/13/2024,10,0.045980
01/13/2024,11,0.042510
01/13/2024,12,0.042270
01/13/2024,13,0.040920
01/13/2024,14,0.042020
01/13/2024,15,0.042350
01/13/2024,16,0.049060
01/13/2024,17,0.066520
01/13/2024,18,0.079110
01/13/2024,19,0.071220
01/13/2024,20,0.066100
01/13/2024,21,0.063220
01/13/2024,22,0.062070
01/13/2024,23,0.057760
01/13/2024,24,0.079230
01/14/2024,01,0.072830
01/14/2024,02,0.070730
01/14/2024,03,0.072850
01/14/2024,04,0.071650
01/14/2024,05,0.071260
01/14/2024,06,0.069150
01/14/2024,07,0.076660
01/14/2024,08,0.086080
01/14/2024,09,0.095840
01/14/2024,10,0.097430
01/14/2024,11,0.087020
01/14/2024,12,0.080410
01/14/2024,13,0.083680
01/14/2024,14,0.081530
01/14/2024,15,0.083310
01/14/2024,16,0.098320
01/14/2024,17,0.131230
01/14/2024,18,0.165980
01/14/2024,19,0.162620
01/14/2024,20,0.147210
01/14/2024,21,0.133030
01/14/2024,22,0.138220
01/14/2024,23,0.110220
01/14/2024,24,0.107940
01/15/2024,01,0.099620
01/15/2024,02,0.099950
01/15/2024,03,0.099650
01/15/2024,04,0.101380
01/15/2024,05,0.121580
01/15/2024,06,0.162970
01/15/2024,07,0.179920
01/15/2024,08,0.173230
01/15/2024,09,0.172830
01/15/2024,10,0.172980
01/15/2024,11,0.160990
01/15/2024,12,0.141070
01/15/2024,13,0.132460
01/15/2024,14,0.126630
01/15/2024,15,0.123450
01/15/2024,16,0.135260
01/15/2024,17,0.195680
01/15/2024,18,0.204380
01/15/2024,19,0.200000
01/15/2024,20,0.192520
01/15/2024,21,0.182780
01/15/2024,22,0.166700
01/15/2024,23,0.128630
01/15/2024,24,0.150630
01/16/2024,01,0.135880
01/16/2024,02,0.149930
01/16/2024,03,0.138730
01/16/2024,04,0.150230
01/16/2024,05,0.146120
01/16/2024,06,0.199050
01/16/2024,07,0.241970
01/16/2024,08,0.235130
01/16/2024,09,0.217210
01/16/2024,10,0.206870
01/16/2024,11,0.195130
01/16/2024,12,0.176370
01/16/2024,13,0.154130
01/16/2024,14,0.143370
01/16/2024,15,0.135750
01/16/2024,16,0.153200
01/16/2024,17,0.194010
01/16/2024,18,0.221600
01/16/2024,19,0.218680
01/16/2024,20,0.212470
01/16/2024,21,0.203480
01/16/2024,22,0.183950
01/16/2024,23,0.151600
01/16/2024,24,0.105220
01/17/2024,01,0.082760
01/17/2024,02,0.072790
01/17/2024,03,0.073150
01/17/2024,04,0.072450
01/17/2024,05,0.081470
01/17/2024,06,0.131680
01/17/2024,07,0.174760
01/17/2024,08,0.205790
01/17/2024,09,0.147060
01/17/2024,10,0.100280
01/17/2024,11,0.083820
01/17/2024,12,0.075930
01/17/2024,13,0.066970
01/17/2024,14,0.065120
01/17/2024,15,0.066230
01/17/2024,16,0.081200
01/17/2024,17,0.111660
01/17/2024,18,0.142940
01/17/2024,19,0.139690
01/17/2024,20,0.132400
01/17/2024,21,0.120610
01/17/2024,22,0.102440
01/17/2024,23,0.084140
01/17/2024,24,0.077660
01/18/2024,01,0.061760
01/18/2024,02,0.054130
01/18/2024,03,0.051970
01/18/2024,04,0.055020
01/18/2024,05,0.057680
01/18/2024,06,0.075100
01/18/2024,07,0.102990
01/18/2024,08,0.101030
01/18/2024,09,0.083700
01/18/2024,10,0.063380
01/18/2024,11,0.060490
01/18/2024,12,0.052310
01/18/2024,13,0.046740
01/18/2024,14,0.038600
01/18/2024,15,0.035690
01/18/2024,16,0.038450
01/18/2024,17,0.043370
01/18/2024,18,0.053200
01/18/2024,19,0.045390
01/18/2024,20,0.046650
01/18/2024,21,0.040900
01/18/2024,22,0.039940
01/18/2024,23,0.034430
01/18/2024,24,0.029860
01/19/2024,01,0.027130
01/19/2024,02,0.026170
01/19/2024,03,0.025350
01/19/2024,04,0.025520
01/19/2024,05,0.027270
01/19/2024,06,0.034710
01/19/2024,07,0.045140
01/19/2024,08,0.044910
01/19/2024,09,0.039740
01/19/2024,10,0.037730
01/19/2024,11,0.034000
01/19/2024,12,0.031770
01/19/2024,13,0.030590
01/19/2024,14,0.029820
01/19/2024,15,0.029610
01/19/2024,16,0.033370
01/19/2024,17,0.046530
01/19/2024,18,0.055920
01/19/2024,19,0.047810
01/19/2024,20,0.043570
01/19/2024,21,0.042760
01/19/2024,22,0.042350
01/19/2024,23,0.039420
01/19/2024,24,0.036280
01/20/2024,01,0.034280
01/20/2024,02,0.035050
01/20/2024,03,0.035940
01/20/2024,04,0.036590
01/20/2024,05,0.040780
01/20/2024,06,0.046030
01/20/2024,07,0.053780
01/20/2024,08,0.057030
01/20/2024,09,0.054530
01/20/2024,10,0.049470
01/20/2024,11,0.046960
01/20/2024,12,0.042100
01/20/2024,13,0.036280
01/20/2024,14,0.034430
01/20/2024,15,0.032310
01/20/2024,16,0.036120
01/20/2024,17,0.046040
01/20/2024,18,0.059690
01/20/2024,19,0.051960
01/20/2024,20,0.042500
01/20/2024,21,0.042440
01/20/2024,22,0.042510
01/20/2024,23,0.037980
01/20/2024,24,0.036840
01/21/2024,01,0.036050
01/21/2024,02,0.036990
01/21/2024,03,0.036710
01/21/2024,04,0.036060
01/21/2024,05,0.036200
01/21/2024,06,0.037080
01/21/2024,07,0.041650
01/21/2024,08,0.042530
01/21/2024,09,0.035950
01/21/2024,10,0.032760
01/21/2024,11,0.029840
01/21/2024,12,0.025810
01/21/2024,13,0.025740
01/21/2024,14,0.024820
01/21/2024,15,0.025760
01/21/2024,16,0.028020
01/21/2024,17,0.031660
01/21/2024,18,0.034060
01/21/2024,19,0.031020
01/21/2024,20,0.027180
01/21/2024,21,0.026320
01/21/2024,22,0.023280
01/21/2024,23,0.023030
01/21/2024,24,0.021790
01/22/2024,01,0.021560
01/22/2024,02,0.020850
01/22/2024,03,0.020960
01/22/2024,04,0.020930
01/22/2024,05,0.022350
01/22/2024,06,0.029410
01/22/2024,07,0.038830
01/22/2024,08,0.033990
01/22/2024,09,0.029980
01/22/2024,10,0.029610
01/22/2024,11,0.029580
01/22/2024,12,0.030570
01/22/2024,13,0.031840
01/22/2024,14,0.031590
01/22/2024,15,0.029850
01/22/2024,16,0.036250
01/22/2024,17,0.044490
01/22/2024,18,0.049750
01/22/2024,19,0.042230
01/22/2024,20,0.035140
01/22/2024,21,0.032770
01/22/2024,22,0.033110
01/22/2024,23,0.030770
01/22/2024,24,0.036560
01/23/2024,01,0.031150
01/23/2024,02,0.030520
01/23/2024,03,0.031020
01/23/2024,04,0.032450
01/23/2024,05,0.034730
01/23/2024,06,0.041140
01/23/2024,07,0.048050
01/23/2024,08,0.047360
01/23/2024,09,0.043690
01/23/2024,10,0.043400
01/23/2024,11,0.041450
01/23/2024,12,0.039200
01/23/2024,13,0.038540
01/23/2024,14,0.036490
01/23/2024,15,0.035970
01/23/2024,16,0.038360
01/23/2024,17,0.042470
01/23/2024,18,0.044090
01/23/2024,19,0.040120
01/23/2024,20,0.037230
01/23/2024,21,0.034520
01/23/2024,22,0.033460
01/23/2024,23,0.032050
01/23/2024,24,0.028660
01/24/2024,01,0.025250
01/24/2024,02,0.023680
01/24/2024,03,0.023900
01/24/2024,04,0.024860
01/24/2024,05,0.027080
01/24/2024,06,0.030520
01/24/2024,07,0.037640
01/24/2024,08,0.034750
01/24/2024,09,0.030730
01/24/2024,10,0.030470
01/24/2024,11,0.028970
01/24/2024,12,0.028390
01/24/2024,13,0.028720
01/24/2024,14,0.028650
01/24/2024,15,0.028230
01/24/2024,16,0.029670
01/24/2024,17,0.035860
01/24/2024,18,0.035090
01/24/2024,19,0.030560
01/24/2024,20,0.027470
01/24/2024,21,0.026670
01/24/2024,22,0.025120
01/24/2024,23,0.026720
01/24/2024,24,0.027910
01/25/2024,01,0.023960
01/25/2024,02,0.023980
01/25/2024,03,0.024180
01/25/2024,04,0.024970
01/25/2024,05,0.027660
01/25/2024,06,0.035520
01/25/2024,07,0.041850
01/25/2024,08,0.039370
01/25/2024,09,0.035390
01/25/2024,10,0.034760
01/25/2024,11,0.033580
01/25/2024,12,0.032480
01/25/2024,13,0.032860
01/25/2024,14,0.030670
01/25/2024,15,0.030330
01/25/2024,16,0.032830
01/25/2024,17,0.035800
01/25/2024,18,0.034790
01/25/2024,19,0.031490
01/25/2024,20,0.028120
01/25/2024,21,0.027360
01/25/2024,22,0.025150
01/25/2024,23,0.025460
01/25/2024,24,0.025690
01/26/2024,01,0.021900
01/26/2024,02,0.020530
01/26/2024,03,0.020490
01/26/2024,04,0.020990
01/26/2024,05,0.022200
01/26/2024,06,0.027990
01/26/2024,07,0.036590
01/26/2024,08,0.035500
01/26/2024,09,0.031720
01/26/2024,10,0.032840
01/26/2024,11,0.032930
01/26/2024,12,0.031060
01/26/2024,13,0.030610
01/26/2024,14,0.029570
01/26/2024,15,0.029470
01/26/2024,16,0.033490
01/26/2024,17,0.036440
01/26/2024,18,0.038500
01/26/2024,19,0.033770
01/26/2024,20,0.031980
01/26/2024,21,0.032480
01/26/2024,22,0.028350
01/26/2024,23,0.027140
01/26/2024,24,0.025080
01/27/2024,01,0.023580
01/27/2024,02,0.022680
01/27/2024,03,0.022700
01/27/2024,04,0.022760
01/27/2024,05,0.023620
01/27/2024,06,0.025860
01/27/2024,07,0.029080
01/27/2024,08,0.030780
01/27/2024,09,0.031010
01/27/2024,10,0.031890
01/27/2024,11,0.029990
01/27/2024,12,0.028300
01/27/2024,13,0.027290
01/27/2024,14,0.025740
01/27/2024,15,0.025720
01/27/2024,16,0.027400
01/27/2024,17,0.031660
01/27/2024,18,0.031250
01/27/2024,19,0.027470
01/27/2024,20,0.025750
01/27/2024,21,0.024980
01/27/2024,22,0.023380
01/27/2024,23,0.022130
01/27/2024,24,0.020990
01/28/2024,01,0.019780
01/28/2024,02,0.018820
01/28/2024,03,0.018810
01/28/2024,04,0.018770
01/28/2024,05,0.018780
01/28/2024,06,0.020140
01/28/2024,07,0.021730
01/28/2024,08,0.022760
01/28/2024,09,0.023800
01/28/2024,10,0.024790
01/28/2024,11,0.024500
01/28/2024,12,0.024410
01/28/2024,13,0.023570
01/28/2024,14,0.023320
01/28/2024,15,0.024410
01/28/2024,16,0.027990
01/28/2024,17,0.034320
01/28/2024,18,0.037120
01/28/2024,19,0.030050
01/28/2024,20,0.028110
01/28/2024,21,0.024910
01/28/2024,22,0.023930
01/28/2024,23,0.022610
01/28/2024,24,0.022230
01/29/2024,01,0.021570
01/29/2024,02,0.021300
01/29/2024,03,0.021270
01/29/2024,04,0.021640
01/29/2024,05,0.023050
01/29/2024,06,0.030780
01/29/2024,07,0.042860
01/29/2024,08,0.038330
01/29/2024,09,0.031340
01/29/2024,10,0.029850
01/29/2024,11,0.027920
01/29/2024,12,0.023820
01/29/2024,13,0.023590
01/29/2024,14,0.022690
01/29/2024,15,0.022120
01/29/2024,16,0.023290
01/29/2024,17,0.026700
01/29/2024,18,0.027690
01/29/2024,19,0.024490
01/29/2024,20,0.022730
01/29/2024,21,0.019800
01/29/2024,22,0.019200
01/29/2024,23,0.019160
01/29/2024,24,0.021960
01/30/2024,01,0.021500
01/30/2024,02,0.020940
01/30/2024,03,0.021570
01/30/2024,04,0.022450
01/30/2024,05,0.024070
01/30/2024,06,0.028620
01/30/2024,07,0.032800
01/30/2024,08,0.032210
01/30/2024,09,0.031910
01/30/2024,10,0.030700
01/30/2024,11,0.026990
01/30/2024,12,0.026370
01/30/2024,13,0.025620
01/30/2024,14,0.025400
01/30/2024,15,0.026250
01/30/2024,16,0.028860
01/30/2024,17,0.036750
01/30/2024,18,0.040010
01/30/2024,19,0.032300
01/30/2024,20,0.031370
01/30/2024,21,0.029660
01/30/2024,22,0.026650
01/30/2024,23,0.027840
01/30/2024,24,0.027220
01/31/2024,01,0.024640
01/31/2024,02,0.023300
01/31/2024,03,0.024410
01/31/2024,04,0.025090
01/31/2024,05,0.028110
01/31/2024,06,0.035770
01/31/2024,07,0.045500
01/31/2024,08,0.041440
01/31/2024,09,0.040360
01/31/2024,10,0.036970
01/31/2024,11,0.032940
01/31/2024,12,0.028000
01/31/2024,13,0.025500
01/31/2024,14,0.023790
01/31/2024,15,0.023000
01/31/2024,16,0.023740
01/31/2024,17,0.029060
01/31/2024,18,0.029750
01/31/2024,19,0.023690
01/31/2024,20,0.022060
01/31/2024,21,0.021400
01/31/2024,22,0.019750
01/31/2024,23,0.019810
01/31/2024,24,0.019900
02/01/2024,01,0.019230
02/01/2024,02,0.019260
02/01/2024,03,0.019120
02/01/2024,04,0.019550
02/01/2024,05,0.021320
02/01/2024,06,0.025250
02/01/2024,07,0.034010
02/01/2024,08,0.033960
02/01/2024,09,0.030290
02/01/2024,10,0.026660
02/01/2024,11,0.027520
02/01/2024,12,0.026190
02/01/2024,13,0.025600
02/01/2024,14,0.024270
02/01/2024,15,0.023920
02/01/2024,16,0.025580
02/01/2024,17,0.029880
02/01/2024,18,0.033200
02/01/2024,19,0.030150
02/01/2024,20,0.026330
02/01/2024,21,0.024270
02/01/2024,22,0.020650
02/01/2024,23,0.020480
02/01/2024,24,0.019910
02/02/2024,01,0.018580
02/02/2024,02,0.017730
02/02/2024,03,0.018670
02/02/2024,04,0.019410
02/02/2024,05,0.021000
02/02/2024,06,0.026500
02/02/2024,07,0.033330
02/02/2024,08,0.030580
02/02/2024,09,0.029020
02/02/2024,10,0.026420
02/02/2024,11,0.026120
02/02/2024,12,0.026150
02/02/2024,13,0.026370
02/02/2024,14,0.026310
02/02/2024,15,0.026430
02/02/2024,16,0.027400
02/02/2024,17,0.031650
02/02/2024,18,0.031000
02/02/2024,19,0.028980
02/02/2024,20,0.026180
02/02/2024,21,0.024840
02/02/2024,22,0.023270
02/02/2024,23,0.022580
02/02/2024,24,0.021570
02/03/2024,01,0.020550
02/03/2024,02,0.018820
02/03/2024,03,0.018940
02/03/2024,04,0.019680
02/03/2024,05,0.020750
02/03/2024,06,0.023940
02/03/2024,07,0.025970
02/03/2024,08,0.025600
02/03/2024,09,0.024310
02/03/2024,10,0.023230
02/03/2024,11,0.022590
02/03/2024,12,0.021240
02/03/2024,13,0.020890
02/03/2024,14,0.020180
02/03/2024,15,0.019380
02/03/2024,16,0.021850
02/03/2024,17,0.025110
02/03/2024,18,0.026030
02/03/2024,19,0.024340
02/03/2024,20,0.021820
02/03/2024,21,0.022090
02/03/2024,22,0.021510
02/03/2024,23,0.021060
02/03/2024,24,0.020580
02/04/2024,01,0.019230
02/04/2024,02,0.018450
02/04/2024,03,0.019340
02/04/2024,04,0.020710
02/04/2024,05,0.020830
02/04/2024,06,0.022090
02/04/2024,07,0.023250
02/04/2024,08,0.023450
02/04/2024,09,0.023030
02/04/2024,10,0.022260
02/04/2024,11,0.022220
02/04/2024,12,0.022250
02/04/2024,13,0.021930
02/04/2024,14,0.021610
02/04/2024,15,0.021170
02/04/2024,16,0.023250
02/04/2024,17,0.026940
02/04/2024,18,0.030420
02/04/2024,19,0.027000
02/04/2024,20,0.024300
02/04/2024,21,0.022750
02/04/2024,22,0.022980
02/04/2024,23,0.023580
02/04/2024,24,0.023330
02/05/2024,01,0.022570
02/05/2024,02,0.022340
02/05/2024,03,0.023350
02/05/2024,04,0.023980
02/05/2024,05,0.027080
02/05/2024,06,0.037250
02/05/2024,07,0.049030
02/05/2024,08,0.040090
02/05/2024,09,0.033840
02/05/2024,10,0.032600
02/05/2024,11,0.028800
02/05/2024,12,0.026670
02/05/2024,13,0.025220
02/05/2024,14,0.024430
02/05/2024,15,0.023580
02/05/2024,16,0.026770
02/05/2024,17,0.032180
02/05/2024,18,0.039750
02/05/2024,19,0.031270
02/05/2024,20,0.027950
02/05/2024,21,0.026690
02/05/2024,22,0.022960
02/05/2024,23,0.022200
02/05/2024,24,0.025350
02/06/2024,01,0.022390
02/06/2024,02,0.022340
02/06/2024,03,0.023570
02/06/2024,04,0.025480
02/06/2024,05,0.027730
02/06/2024,06,0.037540
02/06/2024,07,0.049970
02/06/2024,08,0.036970
02/06/2024,09,0.030390
02/06/2024,10,0.028930
02/06/2024,11,0.027090
02/06/2024,12,0.025130
02/06/2024,13,0.024250
02/06/2024,14,0.023380
02/06/2024,15,0.022970
02/06/2024,16,0.025920
02/06/2024,17,0.031860
02/06/2024,18,0.037490
02/06/2024,19,0.034910
02/06/2024,20,0.032370
02/06/2024,21,0.030670
02/06/2024,22,0.026890
02/06/2024,23,0.025000
02/06/2024,24,0.023460
02/07/2024,01,0.021580
02/07/2024,02,0.021520
02/07/2024,03,0.022590
02/07/2024,04,0.023580
02/07/2024,05,0.027080
02/07/2024,06,0.036240
02/07/2024,07,0.043750
02/07/2024,08,0.035780
02/07/2024,09,0.029390
02/07/2024,10,0.027430
02/07/2024,11,0.026730
02/07/2024,12,0.024450
02/07/2024,13,0.023510
02/07/2024,14,0.022800
02/07/2024,15,0.022210
02/07/2024,16,0.024190
02/07/2024,17,0.024820
02/07/2024,18,0.024060
02/07/2024,19,0.021520
02/07/2024,20,0.019630
02/07/2024,21,0.017910
02/07/2024,22,0.015910
02/07/2024,23,0.014150
02/07/2024,24,0.015580
02/08/2024,01,0.013590
02/08/2024,02,0.012590
02/08/2024,03,0.012790
02/08/2024,04,0.012780
02/08/2024,05,0.014840
02/08/2024,06,0.020290
02/08/2024,07,0.023570
02/08/2024,08,0.019150
02/08/2024,09,0.016340
02/08/2024,10,0.014840
02/08/2024,11,0.014720
02/08/2024,12,0.014240
02/08/2024,13,0.014090
02/08/2024,14,0.014060
02/08/2024,15,0.013340
02/08/2024,16,0.015890
02/08/2024,17,0.019850
02/08/2024,18,0.019900
02/08/2024,19,0.019410
02/08/2024,20,0.017170
02/08/2024,21,0.014890
02/08/2024,22,0.015140
02/08/2024,23,0.013400
02/08/2024,24,0.012680
02/09/2024,01,0.011710
02/09/2024,02,0.011230
02/09/2024,03,0.011690
02/09/2024,04,0.011990
02/09/2024,05,0.013810
02/09/2024,06,0.019880
02/09/2024,07,0.023780
02/09/2024,08,0.022060
02/09/2024,09,0.021800
02/09/2024,10,0.019900
02/09/2024,11,0.019700
02/09/2024,12,0.018950
02/09/2024,13,0.018390
02/09/2024,14,0.018340
02/09/2024,15,0.018200
02/09/2024,16,0.021060
02/09/2024,17,0.023310
02/09/2024,18,0.025230
02/09/2024,19,0.023140
02/09/2024,20,0.021680
02/09/2024,21,0.019440
02/09/2024,22,0.017220
02/09/2024,23,0.016420
02/09/2024,24,0.016550
02/10/2024,01,0.014690
02/10/2024,02,0.013050
02/10/2024,03,0.013050
02/10/2024,04,0.013700
02/10/2024,05,0.014320
02/10/2024,06,0.018080
02/10/2024,07,0.020490
02/10/2024,08,0.020350
02/10/2024,09,0.021080
02/10/2024,10,0.021680
02/10/2024,11,0.020690
02/10/2024,12,0.020260
02/10/2024,13,0.020060
02/10/2024,14,0.020290
02/10/2024,15,0.019960
02/10/2024,16,0.023270
02/10/2024,17,0.031150
02/10/2024,18,0.032080
02/10/2024,19,0.031830
02/10/2024,20,0.025310
02/10/2024,21,0.023470
02/10/2024,22,0.022970
02/10/2024,23,0.024390
02/10/2024,24,0.023990
02/11/2024,01,0.024180
02/11/2024,02,0.023840
02/11/2024,03,0.023390
02/11/2024,04,0.024260
02/11/2024,05,0.023230
02/11/2024,06,0.025140
02/11/2024,07,0.027740
02/11/2024,08,0.028850
02/11/2024,09,0.028080
02/11/2024,10,0.026950
02/11/2024,11,0.023290
02/11/2024,12,0.021700
02/11/2024,13,0.020880
02/11/2024,14,0.019640
